conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label
"1,97588E+18",Thu Oct 09 13:43:19 +0000 2025,0,@alisyarief Yang membantu dan memotivasi pak Jokowi dan keluarganya..pasti org2 baik yg menghargai kinerjanya selama 10 th membangun infrastruktur dan merampas aset2 negara yg dikuasai Asing..dan berani membubarkan ormas terlarang HTI &amp; FPI yg sampai skrg masih nyerang dgn berbagai fitnahan,"1,97628E+18",,alisyarief,in,,0,2,0,https://x.com/undefined/status/1976282330160562625,"1,49283E+18",,positive
"1,97581E+18",Thu Oct 09 13:39:10 +0000 2025,0,@richmoneyy6 Jelas lebih enak 5 juta dari ormas kuning lah,"1,97628E+18",,richmoneyy6,in,,0,0,0,https://x.com/undefined/status/1976281285665735017,"1,25248E+18",,negative
"1,97599E+18",Thu Oct 09 13:38:37 +0000 2025,0,@nyalakansendiri @AffrilianKP @lapangbolastats Dari pada club lu asing ga nge gendong lokal apalagi.. tolol 20 tahun ga ngapa ngapain.. jd in ormas gorengan ajee,"1,97628E+18",,nyalakansendiri,in,,0,0,0,https://x.com/undefined/status/1976281146481922337,"1,79801E+18",,negative
"1,976E+18",Thu Oct 09 13:32:06 +0000 2025,0,@ciananmonroll @tanyakanrl Acan didatangan ormas kan?? Kalem we ke ge aya wkw,"1,97628E+18",,ciananmonroll,in,,0,0,0,https://x.com/undefined/status/1976279508098613556,2894594713,,negative
"1,97613E+18",Thu Oct 09 13:21:07 +0000 2025,1,@fakhrulroziii @djadja222 Resolusi jihad ya hanya anggota kyai ormas Islam santri bukan rakyat biasa sperti petani nelayan buruh bahkan PSK berjuang. Yg signifikan rakyat biasa itu tadi berbagai macam daerah campur berjuang. Kalo cuma jihad takbir harusnya NU dah merdeka ga usah nunggu 45.,"1,97628E+18",,fakhrulroziii,in,,0,0,0,https://x.com/undefined/status/1976276742861111428,"1,74726E+18",,negative
"1,9762E+18",Thu Oct 09 13:11:57 +0000 2025,0,@GNFI Aduh mending jangan beneran jangan. Ribet urusannya ntar. Lagian Indonesia ga akan pernah siap dengan kemajuan kaya gini. Kecualiiiii kalo produsen mobil ini pemegang saham terbesarnya ya ormas yg itu. Pasti aman. ,"1,97627E+18",,GNFI,in,,0,1,0,https://x.com/undefined/status/1976274434471477506,"7,58868E+17",,negative
"1,97609E+18",Thu Oct 09 13:09:34 +0000 2025,0,@dracxlett @roblox_fess ORMAS... NGAKAK GA KUAT,"1,97627E+18",,dracxlett,in,,0,0,0,https://x.com/undefined/status/1976273836288233916,"1,69359E+18",,negative
"1,97588E+18",Thu Oct 09 12:57:54 +0000 2025,6,@sharpandshark Sebenarnya lawan utama Jokowi dan keluarga adalah HTI dan FPI yang di bubarkan dan dianggap ormas terlarang di Indonesia. REAL,"1,97627E+18",,sharpandshark,in,,0,4,0,https://x.com/undefined/status/1976270901034500289,789295184,,negative
"1,97627E+18",Thu Oct 09 12:45:51 +0000 2025,0,Wkwkkwkw kemarin ada yg bilang mafia di italia itu kaya ormas dimari WKWKWKKW SYLUS KETUA ORMAS WKWKWKKWKWKWKWKWK,"1,97627E+18",,,in,,0,0,0,https://x.com/undefined/status/1976267868544360937,"1,08939E+18",,negative
"1,97613E+18",Thu Oct 09 12:32:26 +0000 2025,0,@fakhrulroziii @djadja222 Pada dasarnya pengaruh ormas ikuikuiku dulu dalam kemerdekaan RI sebagian besar hanyalah bualan agar mereka dianak emaskan pemerintah dari zama Suharto hingga sekarang dan dibanjiri proyek APBN.,"1,97626E+18",,clubantinazism,in,,0,0,0,https://x.com/undefined/status/1976264490460250483,"9,74617E+17",,negative
"1,97619E+18",Thu Oct 09 12:28:00 +0000 2025,0,@PRFMnews Apal mereun ormas na ,"1,97626E+18",,PRFMnews,in,,0,0,0,https://x.com/undefined/status/1976263376301908019,"9,4835E+17",,neutral
"1,97624E+18",Thu Oct 09 12:15:08 +0000 2025,0,@godrigc Ormas anjir.,"1,97626E+18",,godrigc,in,,0,1,0,https://x.com/undefined/status/1976260136680468806,"1,88389E+18",,neutral
"1,97375E+18",Thu Oct 09 12:10:42 +0000 2025,0,@AkunMboizSam sue sue ormas iki maleh gak jelas tujuan e ,"1,97626E+18",,AkunMboizSam,in,,0,1,0,https://x.com/undefined/status/1976259023147053443,"1,55881E+18",,negative
"1,97624E+18",Thu Oct 09 12:02:09 +0000 2025,2,@BudiBukanIntel Ormas Yang megang Kementerian religius bukan ? Akwoakwoakwoakwo,"1,97626E+18",,BudiBukanIntel,in,,0,0,0,https://x.com/undefined/status/1976256868067451056,"1,51218E+18",,negative
"1,97624E+18",Thu Oct 09 11:36:10 +0000 2025,0,@BudiBukanIntel ntu ormas emg agak laen.,"1,97625E+18",,BudiBukanIntel,in,,0,0,0,https://x.com/undefined/status/1976250329005232440,806932273,,neutral
"1,97609E+18",Thu Oct 09 11:26:31 +0000 2025,0,@dracxlett @roblox_fess ormas apaan jir,"1,97625E+18",,dracxlett,in,,0,1,0,https://x.com/undefined/status/1976247903422382091,"1,90784E+18",,negative
"1,97622E+18",Thu Oct 09 11:25:28 +0000 2025,0,@feigntokio Kak dex bikin ormas aku ikut nanti,"1,97625E+18",,feigntokio,in,,0,1,0,https://x.com/undefined/status/1976247638375960599,2232609060,,neutral
"1,97625E+18",Thu Oct 09 11:23:51 +0000 2025,1,kak rikwes lanozy bersenggama sampe dipisahin ormas BNR BNR YE LU PADA tenang itu ad waktunya nanti kan baru jadian. mereka ga se-pergaulan bebas meksgege soalny https://t.co/OuCH4w0YwP,"1,97625E+18",,,in,,0,0,0,https://x.com/undefined/status/1976247231310331942,"1,94625E+18",,negative
"1,97624E+18",Thu Oct 09 11:14:10 +0000 2025,1470,Ada tuh ormas islam malah ngundang,"1,97624E+18",,,in,,9,43,267,https://x.com/undefined/status/1976244792490373358,"1,7943E+18",,negative
"1,97624E+18",Thu Oct 09 11:14:09 +0000 2025,0,Anjir ormas bgt ga tuh wkwk,"1,97624E+18",,,in,,0,1,0,https://x.com/undefined/status/1976244791898996917,445676844,,negative
"1,9761E+18",Thu Oct 09 09:31:21 +0000 2025,0,@e100ss Ormas kelola tambang sejauh ini apa tugasnya dan apa hasilnya?? Coba di share donk,"1,97622E+18",,e100ss,in,,0,0,0,https://x.com/undefined/status/1976218919938781651,"1,3827E+18",,negative
"1,97622E+18",Thu Oct 09 09:31:13 +0000 2025,0,Gua selalu benci akan Hal ini tapi faktanya Agama adalah barang dagang yang akan selalu menguntungkan. MUI serta ormas ormas Agama yg suka ngebubarin umat agama lain ibadah melihat ini gua yakin diam Menteri agama pun gak aka peduli akan Hal ini. Dana haji aja mereka korup,"1,97622E+18",,,in,,0,0,0,https://x.com/undefined/status/1976218884840828987,"1,59573E+18",,negative
"1,97622E+18",Thu Oct 09 09:26:52 +0000 2025,0,Aturan Baru Tambang Minerba Prioritaskan UMKM Ormas BUMD-BUMN https://t.co/xaMu2aMC36,"1,97622E+18",,,in,,0,0,0,https://x.com/undefined/status/1976217789745782993,"8,47373E+17",,neutral
"1,9762E+18",Thu Oct 09 09:16:17 +0000 2025,27,@BBCIndonesia Uang indonesia habis buat ormas dan ani ani,"1,97622E+18",,BBCIndonesia,in,,0,1,0,https://x.com/undefined/status/1976215126601822407,"1,2949E+18",,neutral
"1,9762E+18",Thu Oct 09 09:14:37 +0000 2025,0,@dedisetiyadi_ when yahh masuk ormas,"1,97621E+18",,dedisetiyadi_,in,,0,0,0,https://x.com/undefined/status/1976214709985739228,"1,96326E+18",,neutral
"1,97621E+18",Thu Oct 09 09:05:24 +0000 2025,0,Ormas ternak Mulyono yang bikin gw milihnya yang satu trah aja. Biar ga ngablu topik obrolannya. First impression udah powerscaling agama minta gw tepok pake lore publikasi Babad Tanah Jawi. Gw lupa ternak Mulyono gapernah baca buku.,"1,97621E+18",,,in,,0,0,0,https://x.com/undefined/status/1976212390166352015,"1,70545E+18",,negative
"1,97621E+18",Thu Oct 09 09:02:20 +0000 2025,1,Mood gw tahun ini kayak reog gara2 ngadepin calon adek gw yang kena ormas ternak Mulyono. Idih sok sepuh banget bilang ga ngerti agama. Orang kok suka asumsi semua orang itu anonim. Ga mikir first impression harus rendah hati kek. Nanti udah nemu lore baru caper2.,"1,97621E+18",,,in,,0,0,0,https://x.com/undefined/status/1976211617248575804,"1,70545E+18",,negative
"1,97621E+18",Thu Oct 09 09:01:40 +0000 2025,0,Menteri ESDM Bahlil Lahadalia mengatakan tengah menyiapkan aturan teknis pengelolaan tambang oleh UMKM hingga Ormas Setelah terbit Peraturan Pemerintah (PP) No. 39 tahun 2025 berikutnya aturan teknis akan diatur lewat Peraturan Menteri (Permen). Tapi sebelumnya pengamat telah https://t.co/qy69v19Mr8,"1,97621E+18",https://pbs.twimg.com/media/G2zp1ZTaAAIYCGy.jpg,,in,,0,0,0,https://x.com/undefined/status/1976211450151461272,"1,80841E+18",,neutral
"1,97591E+18",Thu Oct 09 09:00:32 +0000 2025,99,@airhujanpagi @scumandfilth Trauma PKI nyata trauma pembantaian oleh militer dengan memanfaatkan ormas juga nyata.,"1,97621E+18",,airhujanpagi,in,,0,0,6,https://x.com/undefined/status/1976211164876112181,15304719,,negative
"1,97614E+18",Thu Oct 09 08:55:06 +0000 2025,6,@tempodotco Mendukung ormas apapun yg menentang nekat rusuh diapapun acara itu yg ada Israel bodo amat,"1,97621E+18",,tempodotco,in,,0,0,0,https://x.com/undefined/status/1976209798195765525,"9,09007E+17",,negative
"1,97621E+18",Thu Oct 09 08:44:39 +0000 2025,1,Polsek Batuceper Polres Metro Tangkot. Bhabinkamtibmas Aiptu Exwanto sambang Ormas Poris Raya Bersatu di RT 04/03 Kel. Poris Gaga Kec. Batuceper Kota Tangerang. Bhabinkamtibmas menyampaikan pesan serta himbauan Harkamtibmas untuk menciptakan situasi yang kondusif (9/10). https://t.co/ZLAKa84wWB,"1,97621E+18",https://pbs.twimg.com/media/G2zl8GvbwAAum7M.jpg,,in,,0,0,0,https://x.com/undefined/status/1976207165649293514,"1,93378E+18",,neutral
"1,97608E+18",Thu Oct 09 08:27:51 +0000 2025,0,@KangManto123 Awas dia punya gunung punya Ormas vokalis juga apalagi ya,"1,9762E+18",,KangManto123,in,,0,0,0,https://x.com/undefined/status/1976202941301391621,69108394,,negative
"1,97619E+18",Thu Oct 09 08:26:36 +0000 2025,0,@hearmeisa Anggota ormas mana nihh,"1,9762E+18",,hearmeisa,in,,0,1,0,https://x.com/undefined/status/1976202626665779580,1135803817,,neutral
"1,97592E+18",Thu Oct 09 08:25:39 +0000 2025,0,@telescopqe Ormas tambang yang ngaNU todak ada suaranya?,"1,9762E+18",,telescopqe,in,,0,0,0,https://x.com/undefined/status/1976202383916240928,2295897062,,negative
"1,97606E+18",Thu Oct 09 08:22:48 +0000 2025,0,@Anak__Ogi @ListyoSigitP @DivHumas_Polri infonya ponpes tokoh NU jadi wajar agak sulit. ormas besar diindonesia.,"1,9762E+18",,Anak__Ogi,in,,0,1,0,https://x.com/undefined/status/1976201667562631422,"1,0419E+18",,neutral
"1,97591E+18",Thu Oct 09 08:18:53 +0000 2025,0,@EdSoekoco Tebak ormas,"1,9762E+18",,EdSoekoco,in,,0,1,0,https://x.com/undefined/status/1976200681775300650,"1,4249E+18",,neutral
"1,9762E+18",Thu Oct 09 08:12:55 +0000 2025,1,Yang tidak punya IMB bebas membangun. Yang sudah mengantongi IMB dan mulai membangun malah didemo dan diancam. Dan tragisnya pemerintah malah mengikuti kemauan pendemo dan menghentikan pembangunan yg sdh mengantongi IMB. Negara kalah dengan ormas.,"1,9762E+18",,,in,,0,1,1,https://x.com/undefined/status/1976199182336884982,"7,20656E+17",,negative
"1,9762E+18",Thu Oct 09 08:09:04 +0000 2025,1,Lagian udah pada gede masih main fanbase an mending join ormas bg difasilitasi kok kalau malak dan nilep. -twit titipan,"1,9762E+18",,,in,,0,2,0,https://x.com/undefined/status/1976198212232020008,1692989856,,negative
"1,9762E+18",Thu Oct 09 08:02:51 +0000 2025,0,Kapolsek Kedungwaringin Akp. Muhammad Trisno SH MM bersama Kanit Bimas Ipda. Asep Mulyadi dan Personil lainnya melaksanakan kegiatan Kunjungan/Silaturahmi dengan Ormas /Lsm NKRI di Kp. Kedubg Gede Rt. 009/003 Ds. Kedungwaringin Kec. Kedungwaringin Kab. Bekasi. https://t.co/l2RdaLVatv,"1,9762E+18",https://pbs.twimg.com/media/G2zcX_RacAAyFPc.jpg,,in,,0,0,0,https://x.com/undefined/status/1976196648276828313,"1,27059E+18",,neutral
"1,97619E+18",Thu Oct 09 07:31:32 +0000 2025,0,Kapolres Metro Bekasi Kombes Pol Mustofa S.I.K. M.H. menerima penghargaan dari Aliansi Ormas Bekasi (AOB) atas dedikasi dan kepemimpinannya dalam menjaga kondusifitas wilayah Kabupaten Bekasi. Penghargaan tersebut diberikan dalam kegiatan Silaturahmi Kamtibmas https://t.co/YOnL9V3plT,"1,97619E+18",https://pbs.twimg.com/ext_tw_video_thumb/1976188693363949569/pu/img/mPs2GJmEtUtqvPKA.jpg,,in,,0,0,0,https://x.com/undefined/status/1976188768353718514,"1,27059E+18",,neutral
"1,97608E+18",Thu Oct 09 00:05:44 +0000 2025,0,Ormas BMP nggak cuma hadir tapi juga gerak cepat buat bantu Papua berkembang lewat solidaritas sosial #BMPPapuaBaratDaya #BaktiSosialPapua #BangunPapuaBersama #PapuaSehat #OrmasBarisanMerahPutih #BarisanMerahPutih https://t.co/E5vIoXD7mI,"1,97608E+18",https://pbs.twimg.com/media/G2xvKoIaAAA539_.jpg,,in,,0,0,0,https://x.com/undefined/status/1976076575708938326,"1,69884E+18",,positive
"1,97586E+18",Thu Oct 09 00:05:16 +0000 2025,1,@Tita83079013 @MUIPusat Ormas sialan,"1,97608E+18",,Tita83079013,in,,0,0,0,https://x.com/undefined/status/1976076460839534616,"1,81884E+18",,negative
"1,97583E+18",Wed Oct 08 23:48:09 +0000 2025,3,@KemenperinRI Tweet yg masih relevan... Kiyai dan ormas Islam nusantara dengan seenaknya sendiri minta jatah APBN untuk kesalahan mereka https://t.co/MsnDeUqkbC,"1,97607E+18",https://pbs.twimg.com/media/G2xrJn-aAAAThm7.jpg,KemenperinRI,in,,0,0,0,https://x.com/undefined/status/1976072152442167616,"1,54172E+18",,negative
"1,97601E+18",Wed Oct 08 23:39:06 +0000 2025,1,@MasMasBiassaa Ti ati mas ormas'e ngamuk. Kon bal balan malah ngukur lapangan lapangane arep di cor koyone,"1,97607E+18",,MasMasBiassaa,in,,0,0,0,https://x.com/undefined/status/1976069875434127521,181565060,,negative
"1,97607E+18",Wed Oct 08 23:29:11 +0000 2025,6,Thank You @PDI_Perjuangan Gubernur DKI @pramonoanung. Yg katanya ormas Islam terbesar nyaman2 saja ya apa krn didlmnya sdh banyak antek2 Zionistnya? Eh iya @muhammadiyah mana suaranya? Genosida di Gaza adlh kebiadaban baru peradaban. Hanya yg betul2 manusia yg bisa merasakan.,"1,97607E+18",,,in,,0,3,0,https://x.com/undefined/status/1976067377625522548,213168371,,negative
"1,97606E+18",Wed Oct 08 23:17:09 +0000 2025,6,Korupsi politik dan Ormas keagamaan yang satu ini kok akrab banget seperti sahabat tak terpisahkan. Hakim Djuyamto Mau Balikin Duit Rp5 5 Miliar yang Sempat Disumbangin Buat Bangun Kantor NU https://t.co/th0rqWpxBJ,"1,97606E+18",,,in,,0,0,4,https://x.com/undefined/status/1976064352601170028,296177546,,positive
"1,97583E+18",Wed Oct 08 23:15:16 +0000 2025,0,@KemenperinRI government needs ormas wkwkwk pelihara ormas.,"1,97606E+18",,KemenperinRI,in,,0,0,0,https://x.com/undefined/status/1976063875905892714,"1,6E+18",,neutral
"1,97606E+18",Wed Oct 08 23:14:36 +0000 2025,0,tweet memancing ormas EVERTON,"1,97606E+18",,,in,,0,0,0,https://x.com/undefined/status/1976063710331588837,3886880420,,neutral
"1,97581E+18",Wed Oct 08 23:05:54 +0000 2025,5,@somexthread jalin komunikasi sampai minimal walkot. Supaya jd perhatian.. kalau ada ormas terlibat bs masuk angin perkara nya. DiMalang kudu ngono rek,"1,97606E+18",,somexthread,in,,0,0,0,https://x.com/undefined/status/1976061519193665838,"1,72914E+18",,negative
"1,97599E+18",Wed Oct 08 23:05:38 +0000 2025,0,@Bali_Football timnas nowadays: lu belanda lu aman lu ormas pelung lu aman,"1,97606E+18",,Bali_Football,in,,0,0,0,https://x.com/undefined/status/1976061452726436056,574377434,,neutral
"1,97601E+18",Wed Oct 08 22:54:03 +0000 2025,6,@The_RedsIndo selayaknya fans liverpool. beliau berani open war dengan ormas EVERTON,"1,97606E+18",,The_RedsIndo,in,,0,0,0,https://x.com/undefined/status/1976058537873899838,3886880420,,neutral
"1,97605E+18",Wed Oct 08 22:33:03 +0000 2025,1,Negeri dagelan bangunan bertingkat2 tanpa imb/pbg gak ada yang inspeksi coba bangunan rumah di kompleks cuman 2 tingkat udah semua ormas ampe petugas pemerintah mondar mandir tiap hari cek imb/pbg nya sambil minta jatah !!!,"1,97605E+18",,,in,,0,0,0,https://x.com/undefined/status/1976053251230531847,40653893,,negative
"1,97584E+18",Wed Oct 08 22:26:47 +0000 2025,1,@_haye_ Ormas yg satu ini memang parasit bangsa. Bukan begitu @NUgarislucu @ainunnajib ??,"1,97605E+18",,_haye_,in,,0,0,0,https://x.com/undefined/status/1976051675497636026,"1,46678E+18",,negative
"1,97586E+18",Wed Oct 08 22:02:01 +0000 2025,1,@WidasSatyo Pernah baca di x. Ada perusahaan multinasional buka usaha. Dah dijamin ini itu sama pempus. Katanya gk ada biaya ini itu gk dipersulit ini itu. Eh taunya pas di daerah Pemda lah akamsi lah ormas lah. Gila saking kocaknya wkwk land sampe belain pengusaha gw ,"1,97605E+18",,WidasSatyo,in,,0,0,0,https://x.com/undefined/status/1976045441650393518,138986886,,negative
"1,97604E+18",Wed Oct 08 22:01:47 +0000 2025,0,@NephilaXmus Jadi curiga apa selain ormas parpol juga semua dikuasai? Semua dikuasai??,"1,97605E+18",,NephilaXmus,in,,1,0,1,https://x.com/undefined/status/1976045382854746133,131712155,,negative
"1,97583E+18",Wed Oct 08 21:48:47 +0000 2025,0,@kompascom Ormas ini emang paling vangsad,"1,97604E+18",,kompascom,in,,0,0,0,https://x.com/undefined/status/1976042112367075656,"1,46678E+18",,positive
"1,97557E+18",Wed Oct 08 21:38:03 +0000 2025,0,@jannahseeker99 @m_salmanfauzan @nisfauzan @ardisatriawan Kasih paham Emang dah ga jelas ormas 1 itu,"1,97604E+18",,jannahseeker99,in,,0,0,0,https://x.com/undefined/status/1976039413693153615,"1,21689E+18",,neutral
"1,97604E+18",Wed Oct 08 21:37:42 +0000 2025,0,Negeri dagelan bangunan bertingkat2 tanpa imb/pbg gak ada yang inspeksi coba bangunan rumah di kompleks cuman 2 tingkat udah semua ormas ampe petugas pemerintah mondar mandir tiap hari cek imb/pbg nya sambil minta jatah. Setelah runtuh dibangun lagi pake apbn. Nikmatnya !!!,"1,97604E+18",,,in,,0,1,0,https://x.com/undefined/status/1976039322148356519,40653893,,negative
"1,97551E+18",Wed Oct 08 21:29:13 +0000 2025,0,@PatrickGuchiano @ptrckstrsss Bukan cuma gaji pegawai bansos ke ormas juga parah apalagi periode pertama biar nyambung.,"1,97604E+18",,PatrickGuchiano,in,,0,0,0,https://x.com/undefined/status/1976037190804312070,18822125,,negative
"1,97576E+18",Wed Oct 08 20:47:19 +0000 2025,0,@zhil_arf Hmm menarik bukunya pas bgt kemarin habis ngobrolin ttg ormas di negaruy ini,"1,97603E+18",,zhil_arf,in,,0,0,0,https://x.com/undefined/status/1976026644797423887,"1,13918E+18",,positive
"1,97518E+18",Wed Oct 08 20:32:50 +0000 2025,1,@AbdulRachimmks @aniesbaswedan @fpcindo @dinopattidjalal @Anggajaya26 @HumorJonTampan @KEBUMENinLOVE @singolodra1945 @SigitWasito8 @OneLove4Human @MaliqRidwane @gedhanggg Level anies masih satu trap dibawah level HERCULES. Tapi lumayanlah anies punya ormas dihidupi dari dana hibah. https://t.co/ztwgPTJafD,"1,97602E+18",https://pbs.twimg.com/media/G2w-ciBbcAAFM0E.jpg,AbdulRachimmks,in,,2,0,2,https://x.com/undefined/status/1976022999246791150,"1,79248E+18",,neutral
"1,97602E+18",Wed Oct 08 20:20:18 +0000 2025,0,DPR RI Minta TNI Sikat Premanisme Berbalut Ormas Meski Diduga Terafiliasi Parpol https://t.co/Th9x8XFceR https://t.co/KGJIFb4ViB,"1,97602E+18",https://pbs.twimg.com/ext_tw_video_thumb/1976019799194075139/pu/img/fJf3h71wcCwFKD3M.jpg,,in,,0,0,0,https://x.com/undefined/status/1976019844417061134,"1,9636E+18",,neutral
"1,97559E+18",Wed Oct 08 20:12:52 +0000 2025,0,@kompascom Loreng loreng yg non TNI atau tni wanna be...tolong dicopot ajalah. Ormas ormas ga jelas bergaya militer kasian liatnya kayak orang gila,"1,97602E+18",,kompascom,in,,0,0,0,https://x.com/undefined/status/1976017974537617495,36031821,,negative
"1,97601E+18",Wed Oct 08 19:37:13 +0000 2025,0,@idextratime Awas diserang ormas biru,"1,97601E+18",,idextratime,in,,0,0,0,https://x.com/undefined/status/1976009003366011157,"1,38653E+18",,neutral
