conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label,clean,normal,lemma,stem,stop,token,tokening
"1,97605E+18",Thu Oct 09 22:33:30 +0000 2025,0,@agama_nusantara Ormas yang sudah terpapar kebencian kronis akut. https://t.co/2uqhnudHBZ,"1,97642E+18",https://pbs.twimg.com/media/G22joM1WwAAJDs1.jpg,agama_nusantara,in,,0,0,0,https://x.com/undefined/status/1976415755483873507,"1,95545E+18",,negative,ormas yang sudah terpapar kebencian kronis akut,organisasi masyarakat yang sudah terpapar kebencian kronis akut,organisasi masyarakat yang sudah papar benci kronis akut,organisasi masyarakat yang sudah papar benci kronis akut,organisasi masyarakat papar benci kronis akut,"[3, 2, 1789, 254, 1790, 806]","['organisasi', 'masyarakat', 'papar', 'benci', 'kronis', 'akut']"
"1,9764E+18",Thu Oct 09 21:39:00 +0000 2025,0,bejirlah ormas roblox,"1,9764E+18",,,in,,0,0,0,https://x.com/undefined/status/1976402039715528709,"1,73251E+18",,negative,bejirlah ormas roblox,bejirlah organisasi masyarakat roblox,bejir organisasi masyarakat roblox,bejir organisasi masyarakat roblox,bejir organisasi masyarakat roblox,"[1791, 3, 2, 1792]","['bejir', 'organisasi', 'masyarakat', 'roblox']"
"1,97628E+18",Thu Oct 09 21:25:54 +0000 2025,1,@immakhab Ormas narsistik semuanya diklaim,"1,9764E+18",,immakhab,in,,0,0,1,https://x.com/undefined/status/1976398741302317209,"1,54172E+18",,negative,ormas narsistik semuanya diklaim,organisasi masyarakat narsistik semuanya diklaim,organisasi masyarakat narsistik mua klaim,organisasi masyarakat narsistik mua klaim,organisasi masyarakat narsistik mua klaim,"[3, 2, 1793, 512, 292]","['organisasi', 'masyarakat', 'narsistik', 'mua', 'klaim']"
"1,97583E+18",Thu Oct 09 19:50:17 +0000 2025,0,@VRchama @KemenperinRI udah pasti ormas yg paling beban. si paling nkri harga mati,"1,97637E+18",,VRchama,in,,0,0,0,https://x.com/undefined/status/1976374680161484826,93490178,,negative,udah pasti ormas yg paling beban si paling nkri harga mati,udah pasti organisasi masyarakat yang paling beban si paling nkri harga mati,udah pasti organisasi masyarakat yang paling beban si paling nkri harga mati,udah pasti organisasi masyarakat yang paling beban si paling nkri harga mati,udah organisasi masyarakat paling beban paling nkri harga mati,"[20, 3, 2, 44, 807, 44, 217, 218, 513]","['udah', 'organisasi', 'masyarakat', 'paling', 'beban', 'paling', 'nkri', 'harga', 'mati']"
"1,97637E+18",Thu Oct 09 19:40:42 +0000 2025,6, Biang kerok urusan fiskal selama hampir 13 tahun ini ya Sri Mulyani dimulai dari awal SBY + Jokowi 10 tahun + awal Pak Prabowo. Hantu macam apa SMI ini? Bukan ormas bukan aktivis bukan parpol. Sandarannya USAID World Bank IMF #JokowiBiangKorupsi #JokowiBiangKorupsi https://t.co/If8aPtjBCJ,"1,97637E+18",https://pbs.twimg.com/amplify_video_thumb/1976372183917264896/img/vyE1-10BKcm-2mCH.jpg,,in,,0,0,2,https://x.com/undefined/status/1976372267446829529,"1,60406E+18",,negative,biang kerok urusan fiskal selama hampir tahun ini ya sri mulyani dimulai dari awal sby jokowi tahun awal pak prabowo hantu macam apa smi ini bukan ormas bukan aktivis bukan parpol sandarannya usaid world bank imf jokowibiangkorupsi jokowibiangkorupsi,biang kerok urusan fiskal selama hampir tahun ini ya sri mulyani dimulai dari awal sby jokowi tahun awal bapak prabowo hantu macam apa smi ini bukan organisasi masyarakat bukan aktivis bukan parpol sandarannya usaid world bank imf jokowibiangkorupsi jokowibiangkorupsi,biang kerok urus fiskal lama hampir tahun ini ya sri mulyani mulai dari awal sby jokowi tahun awal bapak prabowo hantu macam apa smi ini bukan organisasi masyarakat bukan aktivis bukan parpol sandar usaid world bank imf jokowibiangkorupsi jokowibiangkorupsi,biang kerok urus fiskal lama hampir tahun ini ya sri mulyani mulai dari awal sby jokowi tahun awal bapak prabowo hantu macam apa smi ini bukan organisasi masyarakat bukan aktivis bukan parpol sandar usaid world bank imf jokowibiangkorupsi jokowibiangkorupsi,biang kerok urus fiskal lama hampir tahun sri mulyani mulai awal sby jokowi tahun awal bapak prabowo hantu macam smi bukan organisasi masyarakat bukan aktivis bukan parpol sandar usaid world bank imf jokowibiangkorupsi jokowibiangkorupsi,"[1100, 1101, 78, 1102, 47, 339, 49, 1103, 1794, 219, 340, 1104, 95, 49, 340, 26, 220, 1795, 341, 1796, 12, 3, 2, 12, 638, 12, 195, 1797, 1798, 1105, 1106, 1799, 1107, 1107]","['biang', 'kerok', 'urus', 'fiskal', 'lama', 'hampir', 'tahun', 'sri', 'mulyani', 'mulai', 'awal', 'sby', 'jokowi', 'tahun', 'awal', 'bapak', 'prabowo', 'hantu', 'macam', 'smi', 'bukan', 'organisasi', 'masyarakat', 'bukan', 'aktivis', 'bukan', 'parpol', 'sandar', 'usaid', 'world', 'bank', 'imf', 'jokowibiangkorupsi', 'jokowibiangkorupsi']"
"1,97601E+18",Thu Oct 09 17:59:11 +0000 2025,0,@Violance21 @ZonaBayern Ormas biru aneh ngapain banggain liga lokal yg ga karuan orang yg di kritik mainnya yg cuma jd joki strava di lapangan,"1,97635E+18",,Violance21,in,,0,0,0,https://x.com/undefined/status/1976346718980669919,2152358720,,negative,ormas biru aneh ngapain banggain liga lokal yg ga karuan orang yg di kritik mainnya yg cuma jd joki strava di lapangan,organisasi masyarakat biru aneh ngapain banggain liga lokal yang tidak karuan orang yang di kritik mainnya yang cuma jd joki strava di lapangan,organisasi masyarakat biru aneh ngapain banggain liga lokal yang tidak karu orang yang di kritik main yang cuma jd joki strava di lapang,organisasi masyarakat biru aneh ngapain banggain liga lokal yang tidak karu orang yang di kritik main yang cuma jd joki strava di lapang,organisasi masyarakat biru aneh ngapain banggain liga lokal karu orang kritik main cuma joki strava lapang,"[3, 2, 128, 342, 343, 1800, 1801, 406, 1802, 7, 344, 129, 24, 1803, 1804, 514]","['organisasi', 'masyarakat', 'biru', 'aneh', 'ngapain', 'banggain', 'liga', 'lokal', 'karu', 'orang', 'kritik', 'main', 'cuma', 'joki', 'strava', 'lapang']"
"1,97598E+18",Thu Oct 09 17:58:09 +0000 2025,0,@vitasubiyakti Sesuk ijin ormas po pecalang wae po kak,"1,97635E+18",,vitasubiyakti,in,,0,0,0,https://x.com/undefined/status/1976346459382612282,"9,35431E+17",,neutral,sesuk ijin ormas po pecalang wae po kak,sesuk ijin organisasi masyarakat po pecalang wae po kak,sesuk ijin organisasi masyarakat po calang wae po kak,sesuk ijin organisasi masyarakat po calang wae po kak,sesuk ijin organisasi masyarakat po calang wae po kak,"[1805, 221, 3, 2, 1108, 1806, 639, 1108, 255]","['sesuk', 'ijin', 'organisasi', 'masyarakat', 'po', 'calang', 'wae', 'po', 'kak']"
"1,97634E+18",Thu Oct 09 17:21:29 +0000 2025,0,kalau tau dalam nya pesantren itu masukin anak ke pesantren NU jatim atau beberapa pesantren ormas lain pun ada yg dijadiin PEMBANTU rumah tangga dengan dalih nyari berkah kiyai WUEKKK ortunya masukin pesantren dan aware anaknya di babuin di kasarin aja udh stupid. Cult shit,"1,97634E+18",,,in,,0,0,0,https://x.com/undefined/status/1976337233776136698,"1,55803E+18",,negative,kalau tau dalam nya pesantren itu masukin anak ke pesantren nu jatim atau beberapa pesantren ormas lain pun ada yg dijadiin pembantu rumah tangga dengan dalih nyari berkah kiyai wuekkk ortunya masukin pesantren dan aware anaknya di babuin di kasarin aja udh stupid cult shit,kalau tau dalam nya pesantren itu masukin anak ke pesantren nahdatul ulama jatim atau beberapa pesantren organisasi masyarakat lain pun ada yang dijadiin pembantu rumah tangga dengan dalih nyari berkah kiyai wuekkk ortunya masukin pesantren dan aware anaknya di babuin di kasarin saja sudah stupid cult shit,kalau tau dalam nya pesantren itu masukin anak ke pesantren nahdatul ulama jatim atau beberapa pesantren organisasi masyarakat lain pun ada yang jadiin bantu rumah tangga deng dalih nyari berkah kiyai wuekkk ortu masukin pesantren dan aware anak di babuin di kasarin saja sudah stupid cult shit,kalau tau dalam nya pesantren itu masukin anak ke pesantren nahdatul ulama jatim atau beberapa pesantren organisasi masyarakat lain pun ada yang jadiin bantu rumah tangga deng dalih nyari berkah kiyai wuekkk ortu masukin pesantren dan aware anak di babuin di kasarin saja sudah stupid cult shit,kalau tau pesantren masukin anak pesantren nahdatul ulama jatim beberapa pesantren organisasi masyarakat jadiin bantu rumah tangga dalih nyari berkah kiyai wuekkk ortu masukin pesantren aware anak babuin kasarin stupid cult shit,"[5, 103, 35, 515, 58, 35, 10, 6, 407, 345, 35, 3, 2, 1109, 104, 66, 1110, 808, 640, 641, 516, 1807, 809, 515, 35, 1808, 58, 1809, 1810, 1811, 1111, 1812]","['kalau', 'tau', 'pesantren', 'masukin', 'anak', 'pesantren', 'nahdatul', 'ulama', 'jatim', 'beberapa', 'pesantren', 'organisasi', 'masyarakat', 'jadiin', 'bantu', 'rumah', 'tangga', 'dalih', 'nyari', 'berkah', 'kiyai', 'wuekkk', 'ortu', 'masukin', 'pesantren', 'aware', 'anak', 'babuin', 'kasarin', 'stupid', 'cult', 'shit']"
"1,97592E+18",Thu Oct 09 16:41:18 +0000 2025,0,@telescopqe Ormas Newcastle kemana ya kok ngak bersuara,"1,97633E+18",,telescopqe,in,,0,0,0,https://x.com/undefined/status/1976327120063479855,"1,37965E+18",,negative,ormas newcastle kemana ya kok ngak bersuara,organisasi masyarakat newcastle kemana ya kok ngak bersuara,organisasi masyarakat newcastle mana ya kok ngak suara,organisasi masyarakat newcastle mana ya kok ngak suara,organisasi masyarakat newcastle ngak suara,"[3, 2, 517, 1813, 222]","['organisasi', 'masyarakat', 'newcastle', 'ngak', 'suara']"
"1,97592E+18",Thu Oct 09 16:35:06 +0000 2025,0,@NarasiNewsroom Mestinya ngikut ormas NU dong yg selalu mesra sama tokoh-tokoh Israel ...,"1,97633E+18",,NarasiNewsroom,in,,0,0,0,https://x.com/undefined/status/1976325559631347719,"1,74381E+18",,neutral,mestinya ngikut ormas nu dong yg selalu mesra sama tokoh tokoh israel,mestinya ngikut organisasi masyarakat nahdatul ulama dong yang selalu mesra sama tokoh tokoh israel,stinya ngikut organisasi masyarakat nahdatul ulama dong yang lalu mesra sama tokoh tokoh israel,stinya ngikut organisasi masyarakat nahdatul ulama dong yang lalu mesra sama tokoh tokoh israel,stinya ngikut organisasi masyarakat nahdatul ulama lalu mesra sama tokoh tokoh israel,"[1112, 810, 3, 2, 10, 6, 28, 1814, 4, 161, 161, 105]","['stinya', 'ngikut', 'organisasi', 'masyarakat', 'nahdatul', 'ulama', 'lalu', 'mesra', 'sama', 'tokoh', 'tokoh', 'israel']"
"1,97588E+18",Thu Oct 09 13:43:19 +0000 2025,0,@alisyarief Yang membantu dan memotivasi pak Jokowi dan keluarganya..pasti org2 baik yg menghargai kinerjanya selama 10 th membangun infrastruktur dan merampas aset2 negara yg dikuasai Asing..dan berani membubarkan ormas terlarang HTI &amp; FPI yg sampai skrg masih nyerang dgn berbagai fitnahan,"1,97628E+18",,alisyarief,in,,0,2,0,https://x.com/undefined/status/1976282330160562625,"1,49283E+18",,positive,yang membantu dan memotivasi pak jokowi dan keluarganya pasti org baik yg menghargai kinerjanya selama th membangun infrastruktur dan merampas aset negara yg dikuasai asing dan berani membubarkan ormas terlarang hti amp fpi yg sampai skrg masih nyerang dgn berbagai fitnahan,yang membantu dan memotivasi bapak jokowi dan keluarganya pasti org baik yang menghargai kinerjanya selama th membangun infrastruktur dan merampas aset negara yang dikuasai asing dan berani membubarkan organisasi masyarakat terlarang hti sampe fpi yang sampai skrg masih nyerang dengan berbagai fitnahan,yang bantu dan otivasi bapak jokowi dan luarga pasti org baik yang harga kerja lama th bangun infrastruktur dan rampas aset negara yang kuasa asing dan berani bubar organisasi masyarakat larang hti sampe fpi yang sampai skrg masih nyerang deng bagai fitnah,yang bantu dan otivasi bapak jokowi dan luarga pasti org baik yang harga kerja lama th bangun infrastruktur dan rampas aset negara yang kuasa asing dan berani bubar organisasi masyarakat larang hti sampe fpi yang sampai skrg masih nyerang deng bagai fitnah,bantu otivasi bapak jokowi luarga org baik harga kerja lama th bangun infrastruktur rampas aset negara kuasa asing berani bubar organisasi masyarakat larang hti sampe fpi skrg nyerang bagai fitnah,"[104, 1815, 26, 95, 346, 162, 116, 218, 173, 47, 811, 21, 1816, 812, 408, 15, 144, 642, 67, 59, 3, 2, 293, 294, 11, 145, 1113, 1114, 45, 643]","['bantu', 'otivasi', 'bapak', 'jokowi', 'luarga', 'org', 'baik', 'harga', 'kerja', 'lama', 'th', 'bangun', 'infrastruktur', 'rampas', 'aset', 'negara', 'kuasa', 'asing', 'berani', 'bubar', 'organisasi', 'masyarakat', 'larang', 'hti', 'sampe', 'fpi', 'skrg', 'nyerang', 'bagai', 'fitnah']"
"1,97581E+18",Thu Oct 09 13:39:10 +0000 2025,0,@richmoneyy6 Jelas lebih enak 5 juta dari ormas kuning lah,"1,97628E+18",,richmoneyy6,in,,0,0,0,https://x.com/undefined/status/1976281285665735017,"1,25248E+18",,negative,jelas lebih enak juta dari ormas kuning lah,jelas lebih enak juta dari organisasi masyarakat kuning lah,jelas lebih enak juta dari organisasi masyarakat kuning lah,jelas lebih enak juta dari organisasi masyarakat kuning lah,jelas lebih enak juta organisasi masyarakat kuning,"[46, 40, 518, 644, 3, 2, 295]","['jelas', 'lebih', 'enak', 'juta', 'organisasi', 'masyarakat', 'kuning']"
"1,97599E+18",Thu Oct 09 13:38:37 +0000 2025,0,@nyalakansendiri @AffrilianKP @lapangbolastats Dari pada club lu asing ga nge gendong lokal apalagi.. tolol 20 tahun ga ngapa ngapain.. jd in ormas gorengan ajee,"1,97628E+18",,nyalakansendiri,in,,0,0,0,https://x.com/undefined/status/1976281146481922337,"1,79801E+18",,negative,dari pada club lu asing ga nge gendong lokal apalagi tolol tahun ga ngapa ngapain jd in ormas gorengan ajee,dari pada club kamu asing tidak nge gendong lokal apalagi tolol tahun tidak ngapa ngapain jd in organisasi masyarakat gorengan ajee,dari pada club kamu asing tidak nge gendong lokal apalagi tolol tahun tidak ngapa ngapain jd in organisasi masyarakat goreng ajee,dari pada club kamu asing tidak nge gendong lokal apalagi tolol tahun tidak ngapa ngapain jd in organisasi masyarakat goreng ajee,club kamu asing nge gendong lokal tolol tahun ngapa ngapain in organisasi masyarakat goreng ajee,"[1817, 34, 642, 813, 1818, 406, 296, 49, 1115, 343, 1116, 3, 2, 814, 1819]","['club', 'kamu', 'asing', 'nge', 'gendong', 'lokal', 'tolol', 'tahun', 'ngapa', 'ngapain', 'in', 'organisasi', 'masyarakat', 'goreng', 'ajee']"
"1,976E+18",Thu Oct 09 13:32:06 +0000 2025,0,@ciananmonroll @tanyakanrl Acan didatangan ormas kan?? Kalem we ke ge aya wkw,"1,97628E+18",,ciananmonroll,in,,0,0,0,https://x.com/undefined/status/1976279508098613556,2894594713,,negative,acan didatangan ormas kan kalem we ke ge aya wkw,acan didatangan organisasi masyarakat kan kalem we ke ge aya wkw,acan datang organisasi masyarakat kan kalem we ke ge aya wkw,acan datang organisasi masyarakat kan kalem we ke ge aya wkw,acan datang organisasi masyarakat kalem we ge aya wkw,"[1820, 146, 3, 2, 1821, 645, 815, 816, 1822]","['acan', 'datang', 'organisasi', 'masyarakat', 'kalem', 'we', 'ge', 'aya', 'wkw']"
"1,97613E+18",Thu Oct 09 13:21:07 +0000 2025,1,@fakhrulroziii @djadja222 Resolusi jihad ya hanya anggota kyai ormas Islam santri bukan rakyat biasa sperti petani nelayan buruh bahkan PSK berjuang. Yg signifikan rakyat biasa itu tadi berbagai macam daerah campur berjuang. Kalo cuma jihad takbir harusnya NU dah merdeka ga usah nunggu 45.,"1,97628E+18",,fakhrulroziii,in,,0,0,0,https://x.com/undefined/status/1976276742861111428,"1,74726E+18",,negative,resolusi jihad ya hanya anggota kyai ormas islam santri bukan rakyat biasa sperti petani nelayan buruh bahkan psk berjuang yg signifikan rakyat biasa itu tadi berbagai macam daerah campur berjuang kalo cuma jihad takbir harusnya nu dah merdeka ga usah nunggu,resolusi jihad ya hanya anggota kyai organisasi masyarakat islam santri bukan rakyat biasa sperti petani nelayan buruh bahkan psk berjuang yang signifikan rakyat biasa itu tadi berbagai macam daerah campur berjuang kalau cuma jihad takbir harusnya nahdatul ulama dah merdeka tidak usah nunggu,resolusi jihad ya hanya anggota kyai organisasi masyarakat islam santri bukan rakyat biasa sperti tani nelay buruh bahk psk juang yang signifi rakyat biasa itu tadi bagai macam daerah campur juang kalau cuma jihad takbir harus nahdatul ulama dah rdeka tidak usah nunggu,resolusi jihad ya hanya anggota kyai organisasi masyarakat islam santri bukan rakyat biasa sperti tani nelay buruh bahk psk juang yang signifi rakyat biasa itu tadi bagai macam daerah campur juang kalau cuma jihad takbir harus nahdatul ulama dah rdeka tidak usah nunggu,resolusi jihad anggota kyai organisasi masyarakat islam santri bukan rakyat biasa sperti tani nelay buruh psk juang signifi rakyat biasa tadi bagai macam daerah campur juang kalau cuma jihad takbir nahdatul ulama rdeka usah nunggu,"[1823, 1117, 37, 163, 3, 2, 8, 223, 12, 61, 84, 1824, 1118, 1119, 347, 1825, 409, 1826, 61, 84, 1120, 45, 341, 43, 1121, 409, 5, 24, 1117, 1827, 10, 6, 410, 646, 1122]","['resolusi', 'jihad', 'anggota', 'kyai', 'organisasi', 'masyarakat', 'islam', 'santri', 'bukan', 'rakyat', 'biasa', 'sperti', 'tani', 'nelay', 'buruh', 'psk', 'juang', 'signifi', 'rakyat', 'biasa', 'tadi', 'bagai', 'macam', 'daerah', 'campur', 'juang', 'kalau', 'cuma', 'jihad', 'takbir', 'nahdatul', 'ulama', 'rdeka', 'usah', 'nunggu']"
